CAP;Cell;Citta;Email;IBAN;Indirizzo;NoteCliente;PartitaIVA;PersonaRiferimento;Proprietario;ProssimaVisita;ProssimoRecall;RagioneSociale;SDI;TMK;Telefono;UltimaVisita;UltimoRecall;﻿ClienteID;RowID
21100;;VARESE;m.pegoraro@pegoraro.eu;;PIAZZA MOTTA 6;Scrivi qui le tue note...;;AVV.PEGORARO;gabriele;;;PEGORARO MATTEO;T04ZHR3;;3321791411;;;172;480
20129;;MILANO;Giuliana Mujaj <comm@point-mpbernardis.com> sales@point-mpbernardis.com;;VIA GIULIO UBERTI, 13;Scrivi qui le tue note...;;SIG.GIANMARCO - SIG.RA MARIA PIA - Giuliana Mujaj;gabriele;;;PEPE Srl;;;0220243238 - 3480601923 GIANMARCO;;;173;481
;;CORNAREDO;p.spadone@ps-e.it;;VIA MILANO 7;Scrivi qui le tue note...;9434660966;SIG.SPADONE;gabriele;;;PSE SRLS;KRRH6B9;;0267176930 - 3461865351;;;174;482
20090;;TREZZANO S/NAVIGLIO;ufficio@proart.it;;VIA CILEA 32;Scrivi qui le tue note...;;SIG.RA NADIA? - SIG.TAMBORRA - ING.RANZATO - SIG.RA DANIELA;gabriele;;;PROART Srl;;;248464001;;;175;483
20072;;PIEVE EMANUELE;limasco.maurizio@hotmail.it;;VIA GOBETTI 5;Scrivi qui le tue note...;;SIG.MAURIZIO - SIG.RA SARA;gabriele;;;LIMASCO MAURIZIO;;;3663498067 - 0284892692 - 0283423404;;;176;484
20072;;PIEVE EMANUELE;creaponteggisrl@gmail.com;;VIA GOBETTI 5;Scrivi qui le tue note...;11489790961;SIG.RA SARA;gabriele;;;CREA PONTEGGI SRL;USAL8PV;;283423404;;;177;485
20090;;ASSAGO;info@res-it.eu;;VIA GALILEI 8;Scrivi qui le tue note...;6484830960;DANIELLE;gabriele;;;RES S.r.l. (SICCO);SUBM70N;;236687784;;;178;486
20019;;SETTIMO MILANESE;info@rimesas.net;;32/T. Via Stephenson Giorgio;Scrivi qui le tue note...;;SIG.ARGENTI FABRIZIO;gabriele;;;Rime S.a.s. di Argenti Fabrizio;;;02/33501279 - 3355329153;;;179;487
20077;;MELEGNANO;silsicco@tin.it;;GALLERIA ROMA 70;Scrivi qui le tue note...;6934290963;SIG.SILVANO SICCO;gabriele;;;SILVANO SICCO;SUBM70N;;3927330397;;;180;488
21013;;GALLARATE;avv.teresarosalia@gmail.com;;PIAZZALE EUROPA 1;Scrivi qui le tue note...;;SIG.RA ROSALIA TERESA;gabriele;;;AVV.TO ROSALIA TERESA;;;0331701266 (348 4008579);;;181;489
20090;;FIZZONASCO DI PIEVE EMANUELE;rgl.rozzano@hotmail.it;;VIA DON MINZONI 48 FIZZONASCO DI PIEVE EMANUELE;Scrivi qui le tue note...;;SIG.CRISTIAN;gabriele;;;RGL;USAL8PV;;3346424954 / 0257512524;;;182;490
20146;;MILANO;patriziasabatino8@gmail.com;;Via Cavalcabo' 2 - chiamare prima di spedire;Scrivi qui le tue note...;;SIG.RA SABATINO;gabriele;;;PATRIZIA SABATINO;;;3355200482;;;183;491
20139;;MILANO;info@piccolissimo.me;;VIA QUARANTA 40;Scrivi qui le tue note...;;SIG.RA ELENA;gabriele;;;PICCOLISSIMO ME DI ELENA MEAZZA;;;236737850;;;184;492
20146;;MILANO;angelo.ragusa@primasrlcrediti.com;;VIA DESENZANO 6/A;Scrivi qui le tue note...;;SIG.RAGUSA;gabriele;;;PRIMA SRL;;;240076925;;;185;493
20124;;MILANO;silvio.va@libero.it;;PIAZZA DUCA D'AOSTA 14;Scrivi qui le tue note...;9452720965;SIG.SILVIO - SG.RA MARIANA LUCANOVSCHI;gabriele;;;RISTORANTE BAR PIZZERIA CENTRAL STATION SRL;;;3899582115;;;186;494
20162;;MILANO;saservizi22@yahoo.com;;VIA TERRUGGIA 34;Scrivi qui le tue note...;12246740968;Jonela;gabriele;;;SA SERVIZI SRL;WNK4HCP;;3804312936;;;187;495
20121;;MILANO;amministrazione@sacee.it;;PIAZZA LUIGI DI SAVOIA, 22;Scrivi qui le tue note...;;SIG. laura // ING.COSTA;gabriele;;;SACEE Srl;;;393/9174688 // 0245381170;;;188;496
20068;;PESCHIERA BORROMEO;info@sangallitendeserramenti.it;;VIA G.DI VITTORIO 20/F;Scrivi qui le tue note...;;SIG.RA DORET;gabriele;;;SANGALLI TENDE SERRAMENTI SRLS;M5UXCR1;;25395391;;;189;497
20861;;BRUGHERIO;amministrazione@saviformaggi.it;;VILAE LOMBARDIA 51/53;Scrivi qui le tue note...;2629980968;SIG.RA COSETTA;gabriele;;;SA VI GRUPPO ALIMENTARE SRL;SUBM70N;;392876085;;;190;498
20094;;CORSICO;scp.romano@gmail.com;;VIA VOLTA 22;Scrivi qui le tue note...;11127570155;RAG.ROMANO;gabriele;;;SCP RAG.ROMANO SRL;SU9YNJA;;0248602153   02/4502441;;;191;499
20017;;RHO;info@serramentisimonetta.it;;VIA GRIGNA 5;Scrivi qui le tue note...;;SIG.STEFANO SIMONETTA;gabriele;;;SERRAMENTI SIMONETTA SAS;;;29314514;;;192;500
20090;;TREZZANO S/N;luigi.corso@serinn.it;;VIA FILIPPO TURATI 48;Scrivi qui le tue note...;;SIG. DIEGO FAVRETTO - SIG. CORSO;gabriele;;;SERINN Snc;;;245708686;;;193;501
20095;;CUSANO MILANINO;raggenovese@libero.it;;VIA ALESSANDRINA 75;Scrivi qui le tue note...;;SIG. GENOVESE SIG.FEDERICO PENNACCHIA;gabriele;;;SERVIZI AZIENDALI SAS;;;0291920610 - 3358027724;;;194;502
21052;;BORSANO (BUSTO ARSIZIO);segreteria@sevholding.it;;VIA CANTON SANTO 5;Scrivi qui le tue note...;237060124;SIG.RA DONATA BARATE';gabriele;;;SEV SPA;M5UXCR1;;331343653;;;195;503
;;CONCORREZZO;angela.fabrizio@gdm-group.it;;VIA PASCOLI 9;Scrivi qui le tue note...;9772320967;SIG.RA ANGELA FABRIZIO;gabriele;;;SCORPION SRL;RR66BDG;;392651530;;;196;504
20013;;MAGENTA;logistica@intersos.it;;VIA QUADRETTO 34;Scrivi qui le tue note...;93024890159;SIG.RA ELENA;gabriele;;;SOOC.COOP INTER SOS;M5UXCR1;;225715787;;;197;505
20090;;BUCCINASCO;luciano.lesina@splight.it;;VIA MODENA 10;Scrivi qui le tue note...;;SIG. LUCIANO LESINA;gabriele;;;SP LIGHT AND DESIGN SRL;;;0245707187 - 335237926 lesina;;;198;506
20049;;VAREDO;info@studiolegaleordioni.it;;VIA BEATRICE D'ESTE 10/12;Scrivi qui le tue note...;3129050963;SIG.RA ANGELA;gabriele;;;STUDIO LEGALE ORDIONI;KRRH6B9;;362583370;;;199;507
20025;;LEGNANO;info@corsoitalia13.it;;CORSO ITALIA 13;Scrivi qui le tue note...;12686810156;SIG.NAPOLI;gabriele;;;STUDIO IMMOBILIARE MARCO NAPOLI;M5UXCR1;;331546833;;;200;508
21045;;SARONNO;fabioliotta@studiolegaleliottamule.com;;VIA CARCANO 5;Scrivi qui le tue note... 15/10/2025 fissato visita di cortesia per mercoledi 22/10/2025;2591560129;AVV.TO LIOTTA;gabriele;;;STUDIO LEGALE ASSOCIATO AVV.TI FABIO LIOTTA E DANIELA MULE';W7YVJK9;;29625887;;;201;509
20044;;ARESE;studio@studiolegaleturco.eu;;VIA MONTEGRAPPA 9/B;Scrivi qui le tue note...;;SIG.RA DEBORAH;gabriele;;;STUDIO LEGALE TURCO SRL STA;;;255017687;;;202;510
20064;;GORGONZOLA;studiodentisticoconforti@gmail.com;;VIA LAZZARETTO 22;Scrivi qui le tue note...;10293900154;DOTT.CONFORTI;gabriele;;;STUDIO DENTISTICO DOTT.GUIDO CONFORTI;studiodentisticoconforti@pec.epinet.it;;295302614;;;203;511
26900;;LODI;geom.maenza@studiomaenza.it - francesca@studiomaenza.it;;VIA XX SETTEMBRE 37;Scrivi qui le tue note...;;SIG.RA FRANCESCA;gabriele;;;STUDIO MAENZA;;;371420934;;;204;512
27100;;PAVIA;alberto.nebbiolo@studionebbiolo.it;;VIA GIUSEPPE FRANK 12;Scrivi qui le tue note...;211030184;SIG.RA ALESSANDRA - AVV.NEBBIOLO;gabriele;;;STUDIO NEBBIOLO STARL;T9K4ZHO;;38225681;;;205;513
27029;;VIGEVANO;abruggi@studioterraviva.it;;corso della repubblica 14;Scrivi qui le tue note...;;SIG.BRUGGI;gabriele;;;STUDIO TECNICO AGROFORESTALE TERRA VIVA;M5UXCR1;;38183698;;;206;514
27026;;GARLASCO;tdcgarlasco@gmail.com;;CORSO CAVOUR 61;Scrivi qui le tue note...;;SIG.RA PEDRINELLI MARIKA;gabriele;;;TABACCHERIA DEL CORSO;;;382820635;;;207;515
20017;;RHO;tesaisrl@libero.it;;VIA ITALO CALVINO 7;Scrivi qui le tue note...;7463550967;SIG.BUTTIGLIERI;gabriele;;;TESAI SRL;T9K47HO;;289680760;;;208;516
20832;;DESIO;info@technicalsolutions.it;;VIA DELLE CAVE 7;Scrivi qui le tue note...;9357720961;SIG.RA MONICA;gabriele;;;TECHNICAL SOLUTIONS SRL;USAL8PV;;03621919329 - 3478324604;;;209;517
21047;;SARONNO;info@giannistudio.it;;VIA DON LUIGI MONZA 13/B;Scrivi qui le tue note... 15/10/2025 fissata visita di cortesia per mercoledi 22/10, riscontrato limiti nella stampante;1773220122;SIG.FRANCESCO GIANNI;gabriele;;;TECNOCONSULT DI FRANCESCO GIANNI;USAL8PV;;236690550;;;210;518
22070;;BREGNANO;grafica.tetipolitografia@gmail.com;;50 Via G. Garibaldi interno 6;Scrivi qui le tue note...;;SIG.RA TERESA(erika) sig. tagliabue;gabriele;;;TE TIPOLITOGRAFIA SNC;;;31770573;;;211;519
20082;;BINASCO;b.panzera@thinfilmequipment.net;;VIA DELLA SCIENZA 23;Scrivi qui le tue note...;3189010964;SIG.RA BARBARA;gabriele;;;THIN FILM EQUIPMENT SRL;SVXEWK3;;3482585505;;;212;520
20813;;BOVISIO MASCIAGO;renaultime@hotmail.it;;VIA SAN MICHELE DEL CARSO 1/B;Scrivi qui le tue note...;;SIG.RA MARA;gabriele;;;TIME Snc;;;362593075;;;213;521
20141;;MILANO;stefano.monticelli@uniconsultprogetti.it;;VIA BERNARDINO VERRO 43/B;Scrivi qui le tue note...;;SIG.MONTICELLI;gabriele;;;UNICONSULT DI STEFANO MONTICELLI;;;3296859553;;;214;522
20147;;MILANO;allianz2127@virgilio.it - milano51@ageallianz.it;;VIA DEI CICLAMINI 11;Scrivi qui le tue note...;;VOLPE LUIGI;gabriele;;;VOLPE LUIGI;;;3392292335;;;215;523
20008;;bareggio;fiame@fiame.it;;v.le montenero, 13;Scrivi qui le tue note...;;sig.ra alessandra - sig.matteo marcallini;gabriele;;;F.I.A.M.E. srl;;;0290362455, 029027416;;;216;524
16151;;GENOVA;amministrazione@sinergicadesign.it;;VIA G.B.MONTI 19/A;Scrivi qui le tue note...;9012790151;SIG.RA RAFFAELLA BELLUCCI;gabriele;;;CONSORZIO SINERGICA;M5UXCR1;;010416294 - 3485173970;;;217;525
20020;;ARESE;info@mgcapital.it;;VIA DEI PLATANI 82;Scrivi qui le tue note...;7970830969;SIG.RA FULVIA - (Valentina) - AVV.TO ELISA PESCARINO;gabriele;;;MG CAPITAL Srl;;;293586316;;;218;526
16033;;LAVAGNA;netservicenegozio@gmail.com;;VIA NUOVA ITALIA 41/43;Scrivi qui le tue note...;2533060998;SIG.BORRELLO ANTONIO;gabriele;;;NET SERVICE DI BORRELLO ANTONIO;antonio.borrello@pec.it;;185302316;;;219;527
16166;;GENOVA;quinto@immobiliarehomegallery.it - home.gallerysrl@pec.it;;VIA GIANELLI 103/105;Scrivi qui le tue note...;1800540997;SIG.RA DEBORAH;gabriele;;;HOME GALLERY;USAL8PV;;108609640;;;220;528
187;;ROMA;info@h25group.com  amministrazione@h25group.com avvfacchini@h25group.com;;PIAZZA DEL POPOLO,3;Scrivi qui le tue note...;13605691008;SIG.RA PAOLA PARRINELLO - AVV.TO FACCHINI;gabriele;;;H 25 GROUP;SUBM70N;;063201782 - avv.to Facchini 3938314252;;;221;529
20121;;MILANO;notaiozanini@gmail.com;;CORSO VENEZIA 24;Scrivi qui le tue note...;4179590965;NOTAIO ZANINI - AVV.TO CONCA;gabriele;;;NOTAIO GIANLUCA ZANINI;;;276003090;;;222;530
20097;;SAN DONATO MILANESE;info@studiozanottabella.it;;VIA GRAMSCI 18;Scrivi qui le tue note... 15/10/2025 fissata visita di cortesia per lunedi 20/10/2025;8949740966;AVV.TO ZANOTTA - AVV.TO BELLA;gabriele;;;ZANOTTA & BELLA (studio legale);SUBM70N;;247766015;;;223;531
21013;;GALLARATE;giovanna.zorzan@libero.it;;VIA VARESE 76/E;Scrivi qui le tue note...;2133170023;SIG.RA GIOVANNA;gabriele;;;ZORZAN OTTAVIO SRL;USAL8PV;;331790194;;;224;532
;;MONCALIERI;info@acservice.torino.it;;VIA LURISIA, 17;Scrivi qui le tue note...;;SIG.RA VALENTINA DONNO;gabriele;;;A.C. SERVICE;;;113740350;;;225;533
;;Torino;d.pasqualini@abcinteractive.it -----contabilita@abcinteractive.it;;Via Agostino da montefeltro 2;Scrivi qui le tue note...;;Dario Pasqualini;gabriele;;;ABC INTERACTIVE SRL;;;011 0160931;;;226;534
;;Torino;massimo.ariello@gmail.com;;PIAZZA CARLO EMANUELE II, 13;Scrivi qui le tue note...;;SIG.RA ANNA MARIA PASCA e SIG.R ARIELLO resp. Ufficio;gabriele;;;ARIELLO MASSIMO IWBANK;;;011 1937 7557;;;227;535
;;Volpiano;ufficio@artextile.it;;corso europa;Scrivi qui le tue note...;;Sig. Romano Di Giusto;gabriele;;;Artex Textile Acidiacono di Arcidiacono Angelica;;;cell. 3458341973 - 011 553 0691;;01/09/2025;228;536
;;COLLEGNO;"collegnoarci@gmail.com; siviero@arci.it; amministrazione@arciovest.it";;VIA TORINO 9/6;Scrivi qui le tue note...;;DOTT. SIVIERO- sig.a  Merlo Monica;gabriele;;;ASSOCIAZIONE ARCI VALLE SUSA;;;011 4112498;;;229;537
;;carmagnola;amministrazione.karmadonne@gmail.com, contabilita.karmadonne@gmail.com;;Via Bellini 36 - Via Savonarola, 2 (x app presso loro uffici);Scrivi qui le tue note...;;sig.a Claudia Grigore, sig.ra Laura;gabriele;;;Associazione interculturale Karmadonne;;;0112638095 - 3939096878;;;230;538
;;TORINO;amministrazione@audiologica.net;;VIA ANTONIO ROSMINI 5;Scrivi qui le tue note...;;sig.ra Giuglianati;gabriele;;;AUDIOLOGICA SRL;;;"348 6082976; 0116694668";;;231;539
;;BORGARO TORINESE;autoscuolaborgaro@gmail.com;;VIA CIRIE' 15;Scrivi qui le tue note...;;"LOBERTO DONATO; Sig.ra Lucrezia";gabriele;;;AUTOSCUOLA BORGARO DI LOBERTO D.;;;"011 470 3332; 0114506450";;;232;540
;;TORINO;;;;Scrivi qui le tue note...;;SIG. ROBERTO BARI;gabriele;;;BARI ROBERTO;;;;;;233;541
;;VALDELLATORRE;venduto;;VIA GALILEO FERRARIS 11/13;Scrivi qui le tue note...;;Sig. Borgia Cesare;gabriele;;;BS  DI BORGIA CESARE;;;119689595;;;234;542
;;DRUENTO(TO);amministrazione@cabarsrl.com;;VIA MARCONI 18 B;Scrivi qui le tue note...;;SIR.RA MARINA oppure sig. Davide/REFERENTE: ANDREA;gabriele;;;CA.BAR. SRL;;;011 246 3976;;;235;543
;;torino;amministrazione@ceaservizi.net;;via asinari di bernezzo 80 b;Scrivi qui le tue note...;;sig. Marianna;gabriele;;;cea servizi spa;;;tel. 0117933606;;01/01/2025;236;544
;;LEINi (TO);info@centinal.it;;VIA BENNA 33;Scrivi qui le tue note...;;SIG. OBERTI;gabriele;;;CENTINAL SNC di Galuani G. & Oberti M.;;;011 998 8820;;;237;545
;;Leini;m.giordano@cfcleini.it (mail sigra Martina);;Via Benito Atzei 27;Scrivi qui le tue note...;;Dott. Paolo Mattana--nadia o martina;gabriele;;;CFC-Centro fisioterapico canavesano srl;;;119988363;;;238;546
;;;comepi@comepi.com;;VIA I MAGGIO 4/L orbassano 28/2/23 CAMBIATO INDIRIZZO!20/5/24 Nuovo indirizzo Via Lombardi, 8 TROFARELLO;Scrivi qui le tue note...;;SIG. ROBASTO MAURO;gabriele;;;CO.ME.PI di Robasto Mauro;;;011-9038850 cell. 3335673526;;;239;547
;;PIANEZZA     TO;dmensio@fideuram.it;;via san pancrazio 14;Scrivi qui le tue note...;;SIG. DAVIDE MENSIO-----NOEMI;gabriele;;;CONSORZIO PROFIDE----GM MENSIO DAVIDE               (;;;Mob. +39 328.8389973--0116488711   Noemi 3515911165;;;240;548
;;RIVOLI (TO);coratella@coratellaimpianti.com;;CORSO ALLAMANO 143/B;Scrivi qui le tue note...;;SIG. CORATELLA GERARDO - DINA (moglie);gabriele;;;CORATELLA GERARDO Impianti Tecnologici;;;011 663 7013/ 3664310919;;01/09/2025;241;549
;;ALPIGNANO(TO);info@paladinocostruzionisrl.com;;VIA VALDELLATORRE 32B;Scrivi qui le tue note...;;sigra Manuela;gabriele;;;COSTRUZIONI EDILI FRATELLI PALADINO SRL;;;011-9679670, 3392801036;;;242;550
10036;;SETTIMO TORINESE;info@deraflowers.com;;VIA CASCINA BORNIOLA 60/A;Scrivi qui le tue note...;;SIG.RA MONICA;gabriele;;;DERAFLOWERS DI DERAMO NICOLA;;;0118001384/3316451858;;;243;551
;;PIANEZZA(TO);avv.digeronimo@studiodigeronimo.it;;VIA S. PANCRAZIO, 10;Scrivi qui le tue note...;;AVV. DI GERONIMO;gabriele;;;DI GERONIMO MARCO Studio Legale;;;011 086 2810;;;244;552
;;moncalieri;info@gruppodominare.it;;via cavour 13/B;Scrivi qui le tue note...;;sig. pinna salvatorico;gabriele;;;domina.re di pinna salvatorico;;;011 6816085;;;245;553
;;CHIERI(TO);edilsistemiweb@libero.it;;VIA COLOMIATTI 18;Scrivi qui le tue note...;;SIG. PRATICO' DANIELE;gabriele;;;EDILSISTEMIARTE SRL;;;011 9411011;;01/01/2025;246;554
;;susa;federica@effeduesusa.it;;Via Rosa Norberto, 10;Scrivi qui le tue note...;;sig.a Federica;gabriele;;;Effedue S.r.l.- impresa Edile;;;tel. 0122881229;;01/01/2025;247;555
;;torino;info@ermans.it;;Cso Alessandro Tassoni 80;Scrivi qui le tue note...;;SIGRA MAGDALENA;gabriele;;;Ermans srl;;;tel. 0114376616;;01/03/2025;248;556
;;PINEROLO   TO;amministrazione@esapinerolo.com;;VIA NAZIONALE 58;Scrivi qui le tue note...;;Marco Fadda;gabriele;;;ESA AMMINISTRAZIONE E SERVIZI IMMOBILIARI-Marco Fadda;;;TEL. 0121202818;;01/02/2025;249;557
;;TORINO;amministrazione@esat.it;;VIA BRISSOGNE 12;Scrivi qui le tue note...;;SIG. GIORGIO  MARACICH;gabriele;;;ESAT SRL;;;11701113/ 3356571848;;;250;558
;;10072 Caselle torinese TO;amministrazione@fasonline.it;;Via Commenda, 4,;Scrivi qui le tue note...;;Damico Davide E Raffaele  -sig.a Marusca;gabriele;;;F.A.S. S.N.C. di Damico Davide E Raffaele;;;tel: 011 997 5511;;;251;559
10024;;MONCALIERI;farma45sas@gmail.com;;VIA POSTIGLIONE 1;Scrivi qui le tue note...;;DOTT.FILIERI;gabriele;;;FARMACIA DEL 45 SNC;;;3894650777;;01/01/2025;252;560
;;ALPIGNANO;tortorelli@felcatsrl.it;;VIA CASELETTE, KM. 16200;Scrivi qui le tue note...;;SIG. TORTORELLI o sig. Bernardinello;gabriele;;;FELCAT  (NEW) - ALPIGNANO - TO;;;tel. 0119662616-3349750357 -tortorelli;;;253;561
;;BRA(CN);"giuseppe.borello@studioprincipi.it; bra@gabetti.it (Eleonora)";;Via PRINCIPI DI PIEMONTE N.47;Scrivi qui le tue note...;;SIG. BORELLO /Eleonora;gabriele;;;GABETTI (STUDIO PRINCIPI SAS) DI BORELLO GIUSEPPE & C;;;0172 411414;;;254;562
;;TORINO;marcoingrosso1@gmail.com;;VIA ASINARI DI BERNEZZO 1-C, SEDE LEGALE VIA PACCHIOTTI 36;Scrivi qui le tue note...;;SIG.MARCO INGROSSO;gabriele;;;GEOMETRA MARCO INGROSSO;;;3472862316;;;255;563
;;Torino;info@grservizi.eu;;Via Della Consolata 17/E;Scrivi qui le tue note...;;Sig.a Chiara;gabriele;;;GierRe Servizi snc di Buffo;;;114366827;;01/02/2025;256;564
;;DRUENTO;AURELIA.S@HELITECSRL.IT;;Via Alessandro Volta 19;Scrivi qui le tue note...;;SIG.A STANISCI AURELIA---Giulia;gabriele;;;Helitec Srl;;;119941034;;;257;565
10040;;DRUENTO;geometristudiovolta@gmail.com;;VIA VENARIA 6/A;Scrivi qui le tue note...;;SIG.ANGELO;gabriele;;;STUDIO VOLTA STP SRL;;;3294226198;;01/02/2025;258;566
;;TORINO;claudiaester.grimaldi@fastwebnet.it;;PIAZZA ASMARA 3;Scrivi qui le tue note...;;SIG.RA GRIMALDI CLAUDIA;gabriele;;;IMMOBILIARE REDINO di Grimaldi Claudia Ester;;;011-8190555  - 3383433667;;01/01/2025;259;567
;;TORINO;info@mondo-immobiliare.net;;CORSO UNIONE SOVIETICA 75/E;Scrivi qui le tue note...;;SIG. VALTER MONDO/Corinne segretaria/Massimo Perrone;gabriele;;;IMMOBILIARE V.M. snc;;;0113192222 / 393 335 7385;;01/01/2025;260;568
;;ORBASSANO (TO);c.gennaro@intercargotorino.it;;STRADA PRIMA 5/B LOC. INTERPORTO SUD TORINO;Scrivi qui le tue note...;;SIG.RA CINZIA GENNARO;gabriele;;;INTERCARGO SRL;;;011 397 5590;;;261;569
;;cascine-vica rivoli   to;m.cavaliere@kostal.com;;via genova 57;Scrivi qui le tue note...;;Sig. Massimo Cavaliere;gabriele;;;Kostal Italia Srl;;;0119782430 - 3935857089 (2023: guarda nuovo num cell nelle note..);;01/01/2025;262;570
;;TORINO;labussolaimmobiliare.to@gmail.com;;VIA GENOVA 31 BIS;Scrivi qui le tue note...;;SIG.RA ELISA;gabriele;;;la bussola (L.G. IMMOBILIARE);;;0116632622 /(0119118429);;;263;571
;;ROBASSOMERO(TO);marisa@lafalchetta.com;;DIRETTISSIMA VENIARIA LANZO KM 16,5;Scrivi qui le tue note...;;Marisa/ SIG. RICCARDO FERRERO;gabriele;;;LA FALCHETTA SOCIETA' SEMPLICE AGRICOLA;;;119235143;;;264;572
;;san mauro torinese;info@lmgroupsrl.it-----------------------commerciale@lmgroupsrl.it;;Via Pescarito 98;Scrivi qui le tue note...;;Sig. Zancarli cell. 3393812681 e sig.a Lara corrado 3382836834;gabriele;;;LM GROUP   (Fast Cargo);;;0119103927-0119106769;;;265;573
;;melicucco RC;;;C.da san fili ottantanove 32;Scrivi qui le tue note...;;Sig. Domenico;gabriele;;;Lombardo Srl;;;;;;266;574
;;TORINO;info@lucamoretto.it;;CORSO MEDITERRANEO 148;Scrivi qui le tue note...;;ARCH. MORETTO LUCA;gabriele;;;LUCA MORETTO ARCHITETTO;;;011 1971 4247;;;267;575
10081;;CASTELLAMONTE   TO;amministrazione@micromecgroup.com;;VIALE EUROPA 7;Scrivi qui le tue note...;;DOTT.ROBERTO BORGIALLI;gabriele;;;MICROMEC SRL;;;124510528;;;268;576
;;nichelino;acquisti@mksclima.com;;via vernea 143;Scrivi qui le tue note...;;Sig. Maurizio Bisognin/ Silvia segretaria;gabriele;;;MKS SRL;;;116898511;;;269;577
;;TORINO;"studio@multiconsulting.it; info@studiorobertobianco.it";;VIA MARTIRI DELLA LIBERTA' 4 BIS;Scrivi qui le tue note...;;Alessandra Bianco/ (SIG. ROBERTO BLANCO);gabriele;;;MULTICONSULTING PROJECT SRL;;;011 839 3246-0118399064--3429231820 dott.bianco;;;270;578
;;VOLVERA(TO);info@maxiracing.it;;VIA UMBERTO NOBILE 5;Scrivi qui le tue note...;;SIG.ELVIO e sig.r Gallo - sig.a Caterina-ANTONELLA;gabriele;;;MVS SRL;;;119906831;;;271;579
;;TROFARELLO;trofarello@gabetti.it;;VIA TORINO, 28/F;Scrivi qui le tue note...;;SIG. NICCO GIOVANNI;gabriele;;;NICCO IMMOBILIARE;;;3358411526..privato nicco 375 6256 451;;;272;580
10133;;TORINO;mauro@ncinternational.it;;STRADA S.LUCIA 65;Scrivi qui le tue note...;;SIG.MAURO -;gabriele;;;NC INTERNATIONAL DI LEPRONI MAURO;;;3351440073;;01/02/2025;273;581
;;RIVOLI (TO);"majid.baruze@phitecingegneria.it; segreteria@phitecingegneria.it";;CORSO SUSA 299/A;Scrivi qui le tue note...;;SIG.r BARUZE MATID /andrea Rebuffo (amministrazione);gabriele;;;PHITEC INGEGNERIA SRL;;;011 953 8090;;;274;582
;;Pralormo   To;"giorgio.capello@plasticomponents.it; manuela.durando@plasticomponents.it";;via poirino 20;Scrivi qui le tue note...;;Sig. Giorgio Capello/manuela Durando;gabriele;;;Plastic components srl(itw LYS ?);;;0119482511/0119482517 (Manuela);;;275;583
;;CARMAGNOLA;susannarimondotto@progem.eu;;VIA MONTEU ROERO 12/16;Scrivi qui le tue note...;;sig.ra de agostini - Natalie Bellino l'ha sostituita / 4/2023: Sig. Mario Leopizzi l'ha sostituita 21/5/24 NON PIU' LEOPIZZI, C'e SUSANNA RIMONDOTTO;gabriele;;;PROGEM SRL;;;11971496;;;276;584
;;TORINO;qualitekno@hotmail.it;;STRADA DEL CASCINOTTO139/11;Scrivi qui le tue note...;;DI LISA SERGIO&C;gabriele;;;Qualitekno Snc    (E' LA STESSA SEDE DI GISEGAS);;;011 2680957;;;277;585
;;TORINO;gisegas@hotmail.it;;STRADA DEL CASCINOTTO 139;Scrivi qui le tue note...;;DI LISA SERGIO&C;gabriele;;;QUALITEKNO/GISEGAS SNC  (STESSA SEDE DI QUALITEKNO);;;011 268 0957;;01/09/2025;278;586
;;PINEROLO;"info@quesite.it; amministrazione@quesite.it";;VIA VIRGINIO 14;Scrivi qui le tue note...;;SIG.R VELTRI e Sig.ra Susanne Nilsson;gabriele;;;QUESITE SRL;;;0121 202900;;;279;587
;;LEINi (TO);gugliermina@rti-rti.it     manutenzione@rti-rti.it;;VIA LOMBARDONE 89;Scrivi qui le tue note...;;SIG. FRANCO GUGLIERMINA- sig.ra Francesca;gabriele;;;R.T.I. Srl;;;119981037;;;280;588
;;TORINO;info@rebaservizi.it, servizioclienti@rebaservizi.it (sigra Francesca)20/5/25 FIX APP X RINNOVO;;VIA LESSONA 33;Scrivi qui le tue note...;;SIG. ANGELO BAGLIO- sig.ra Gilda - sigra Francesca;gabriele;;;REBA SERVIZI di Angelo Baglio e Rogina Enrico Snc;;;117933663;;01/05/2025;281;589
;;RHO;info@rebaservizi.it, servizioclienti@rebaservizi.it (sigra Francesca);;VIA GROSSI 6;Scrivi qui le tue note...;;SIG. ANGELO BAGLIO- sig.ra Gilda - sigra Francesca;gabriele;;;RH2O SRL - REBA SERVIZI di Angelo Baglio e Rogina Enrico Snc;;;267178321;;;282;590
;;RIVOLI (TO);agenzia@regisviaggi.it;;CORSO SUSA 5/A;Scrivi qui le tue note...;;SIG.RA DANIA MENINI;gabriele;;;REGIS VIAGGI;;;011 956 4495 - SIG.RA CRISTINA 3356948873 - RHO SIG.MONFRECOLA 3802192870;;;283;591
;;PAVONE CANAVESE;amministrazione@sapsrlivrea.it  9/2025 sapsrl.ivrea@gmail.com fisso app x rinnovo epson 869 con sigra Michela Paluello che lele aveva sentito via mail;;STRADALE TORINO 21/1 SEDE FISICA SAP + SICET;Scrivi qui le tue note...;;SIG.AUTINO CRISTINA;gabriele;;;SAP SRL (SICET);;;12549034;;01/09/2025;284;592
